id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;050617L1003E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, comunicamos que as informações sobre o concurso podem ser solicitadas junto à Diretoria de Recursos Humanos (drhlai@cl.df.gov.br), à Ouvidoria e no Portal da CLDF.;Resposta do Pedido;2017-06-20;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;050617L1051E;Câmara Legislativa do Distrito Federal;"Senhores,
em atenção à Lei nº 12.527/2011, que regula o acesso a informações em âmbito nacional, bem como à Lei 4.990/2012, que regula o acesso a informações no Distrito Federal, venho por meio deste e-mail, solicitar a seguinte informação:
Conforme informação no sítio eletrônico dessa Casa Legislativa, há atualmente cerca de 431 cargo efetivos vagos, sendo assim, gostaria de saber quantos desses cargos vagos são de técnico Legislativo?


";Pedido;2017-06-05;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;050617L1051E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que atualmente existem o total de 90 cargos vagos de Técnico Legislativo no Quadro de Pessoal Efetivo da CLDF.;Resposta do Pedido;2017-06-20;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;050617L1609E;Câmara Legislativa do Distrito Federal;"Boa tarde, ao acessar o site da Câmara não conseguir visualizar nenhum link para encaminhamento de pedidos de acesso á informação nos moldes da Lei 12.527/11
Aproveito este e-mail para encaminhar meu pedido : 
Estou interessado no próximo concurso para servidores da Câmara Legislativa. Como já sou servidor Técnico do MPU, e conto com um excelente plano de saúde institucional onde inclusive tenho meus PAIS como dependentes, pergunto :
a) A Câmara oferece plano de saúde de saúde INSTITUCIONAL ou CONVÊNIO aos seus servidores ?
b) Caso positivo, pergunto sobre a abrangência territorial e de serviços (ambulatorial internações utilizável em qualquer lugar do país).
c) sobre a possibilidade de inclusão dos pais como dependentes no plano de saúde. 
";Pedido;2017-06-05;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;050617L1609E;Câmara Legislativa do Distrito Federal;Em atenção à sua demanda de não conseguir acessar o site da CLDF, o senhor poderá tentar pelo Portal da CLDF através do link: http://www.cl.df.gov.br/portal-CLDF/Lei de Acesso a informação/faça seu pedido. Quanto as informações do concurso, informo que encaminhamos e-mail ao setor responsável que irá respondê-lo.;Resposta do Pedido;2017-06-13;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060317K1849E;Câmara Legislativa do Distrito Federal;Por gentileza, informa se haverá vaga  para o cargo Técnico Legislativo – Secretariado no próximo concurso a ser realizado, brevemente, por essa casa.;Pedido;2017-03-06;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060317K1849E;Câmara Legislativa do Distrito Federal;"Em atenção ao seu pedido, informamos que a Comissão Organizadora do Concurso Público está concluindo os estudos para a realização do próximo concurso e permanece a previsão de lançamento do edital até o final do primeiro semestre deste ano.

Em relação à categoria de Secretário, informamos que ainda não houve definição quanto à disponibilização de vagas.";Resposta do Pedido;2017-04-04;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060417M1238E;Câmara Legislativa do Distrito Federal;"Gostaria que me enviassem por e-mail a  Lei Distrital que liberou uso faixa exclusiva de trânsito fora horário de pico aqui no DF.

Vi as notícias no DFTV em mar/17, acho que é uma Lei de final de 2016.";Pedido;2017-04-06;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060417M1238E;Câmara Legislativa do Distrito Federal;Em atenção à sua demanda, informamos que trata-se da lei ordinária nº 5751/2016, em anexo. A senhora também poderá consultar o texto da lei e o histórico de sua tramitação em nosso portal www.cl.df.gov.br e sempre que precisar pesquisar na legislação poderá entrar em contato com a Setor de Biblioteca por meio do telefone 3348-9230 ou biblioteca@cl.df.gov.br. Anexo Demanda 060417M1238E;Resposta do Pedido;2017-04-11;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060517L1631E;Câmara Legislativa do Distrito Federal;Gostaria de saber se a Câmara Legislativa do DF possui o Regimento Interno e Lei Orgânica do DF em forma de livros para serem enviados àqueles que tenham interesse.;Pedido;2017-05-06;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060517L1631E;Câmara Legislativa do Distrito Federal;Informamos que a legislação da CLDF está disponibilizada no Portal da CLDF no link http://www.cl.df.gov.br/pesquisa-de-leis-e-proposicoes. Nesse link o senhor poderá ter acesso à Lei Orgânica, ao Regimento Interno e as demais legislações da CLDF.;Resposta do Pedido;2017-05-15;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1010E;Câmara Legislativa do Distrito Federal;Ola  já existe previsão para o concurso CLDF para o ano de 2017;Pedido;2017-06-06;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1010E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação da Mesa Diretora para aprovação do número de vagas e escolha da banca.;Resposta do Pedido;2017-06-22;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1218E;Câmara Legislativa do Distrito Federal;Bom dia, gostaria de saber se o vínculo do consultor legislativo é estatutário pela 8.112 - servidores públicos federais. Obrigada.;Pedido;2017-06-06;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1218E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que os servidores efetivos da Câmara Legislativa do Distrito Federal têm vínculo estatutário, mas regidos pela Lei Complementar distrital nº 840/2011.;Resposta do Pedido;2017-06-22;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1737E;Câmara Legislativa do Distrito Federal;"Gostaria de solicitar o quantitativo de candidatos que foram aprovados no último concurso da CLDF realizado em 2005 e convocados para tomar posse nos cargos: 

CARGO 5: CONSULTOR LEGISLATIVO – ÁREA DE ATUAÇÃO: MEIO AMBIENTE CARGO 41: TÉCNICO LEGISLATIVO – CATEGORIA: TÉCNICO LEGISLATIVO

";Pedido;2017-06-06;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;060617L1737E;Câmara Legislativa do Distrito Federal;"Em atenção ao seu pedido, informamos que não temos o quantitativo de aprovados, sugerindo verificar no site do CESPE.
Já em relação aos convocados, foram:
Consultor Legislativo/Meio Ambiente: 3
Técnico Legislativo/Técnico Legislativo: 25
";Resposta do Pedido;2017-06-30;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070317K1601E;Câmara Legislativa do Distrito Federal;Por gentileza, informa se haverá vaga  para o cargo Técnico Legislativo – Secretariado no próximo concurso a ser realizado, brevemente, por essa casa.;Pedido;2017-03-07;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070317K1601E;Câmara Legislativa do Distrito Federal;"Em atenção ao seu pedido, informamos que a Comissão Organizadora do Concurso Público está concluindo os estudos para a realização do próximo concurso e permanece a previsão de lançamento do edital até o final do primeiro semestre deste ano.

Em relação à categoria de Secretário, informamos que ainda não houve definição quanto à disponibilização de vagas.";Resposta do Pedido;2017-04-04;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070317M2314E;Câmara Legislativa do Distrito Federal;Gostaria de que vocês me informassem o número da lei que liberou o uso da faixa exclusiva de ônibus, publicada em dezembro de 2016.;Pedido;2017-03-07;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070317M2314E;Câmara Legislativa do Distrito Federal;"Trata-se da lei ordinária nº 5751/2016. A lei citada está em vigor.
Há no TJDFT a ADI 4843-6/2017, entretanto ainda não foi julgada.
A lei pode ser consultada em nosso portal www.cl.df.gov.br em Atividades Legislativas / Leis e também encaminho em anexo. Anexo demanda 070317M2314E";Resposta do Pedido;2017-03-09;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070417M1602E;Câmara Legislativa do Distrito Federal;"Em contato telefônico com a Ouvidoria desta Câmara em fevereiro deste ano fui informada que para informações a respeito de Processo Seletivo de Estágio deveria entrar em contato com o Ciee.
Ocorre que em contato com o CIEE recebi a orientações de buscar novamente informações na CLDF, pois apesar de ser o Centro de Integração Empresa Escola o responsável pela seleção, seria a CLDF quem encaminharia os candidatos.
Assim, por ter interesse em participar do próximo processo seletivo, solicito informações de como mesmo funciona ou o contato do detentor da informação para que o mesmo possa me esclarecer.
";Pedido;2017-04-07;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070417M1602E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que no momento não há vagas para realização de estágio nesta Casa. Pedimos reiterar solicitação a partir do mês de julho junto à Diretoria de Recursos Humanos da CLDF. Resposta do DRH.;Resposta do Pedido;2017-05-18;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070617L0011E;Câmara Legislativa do Distrito Federal;"Solicito que informem o número de candidatos aprovados e NOMEADOS no último concurso realizado pela casa em 2005! Já pedi e me responderam outra coisa! Caso não venha a ser atendido satisfatoriamente, novamente, procurarei todos os canais que estiverem disponíveis para demonstrar meu descontentamento e o não-atendimento de minha solicitação.

";Pedido;2017-06-07;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070617L0011E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, solicitamos informar para qual cargo/categoria requer a informação, haja vista que é necessário verificar manualmente no arquivo de aprovados e convocados/nomeados do último concurso.;Resposta do Pedido;2017-06-26;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070617L1014E;Câmara Legislativa do Distrito Federal;"Ola bom dia! Há alguma previsão da escolha da banca para o concurso da CLDF sair hoje?



";Pedido;2017-06-07;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070617L1014E;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que há previsão de que a decisão ocorra na reunião da Mesa Diretora da próxima quarta-feira dia 28.;Resposta do Pedido;2017-06-26;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;070617M1242E;Câmara Legislativa do Distrito Federal;"Quero saber como eu posso ter acesso aos Projetos de Lei entregues ontem à CLDF pelo governador do DF e o secretário da SEGETH.
Os projetos são:
- Lei de Permeabilidade
- Código de Obras
- Compensação Urbanística
São os projetos mencionados nessas reportagens:
https://www.cl.df.gov.br/ultimasnoticias//asset_publisher/IT0h/content/governador-entrega-projetos-sobre-gestao-do-territorio-e-recebe-sugestoes-sobre-a-materia;jsessionid=B6F5ABDA3A51EC0D1B172AB93F343E3B.liferay2?redirect=https%3A%2F%2Fwww.cl.df.gov.br%2Fultimas-noticias
http://www.segeth.df.gov.br/sala-de-imprensa/noticias/item/3975-constru%C3%A7%C3%B5es-em-lotes-com-mais-de-600-m%C2%B2-dever%C3%A3o-ter-sistema-de-capta%C3%A7%C3%A3o-de-%C3%A1guas-pluviais.html
http://www.segeth.df.gov.br/sala-de-imprensa/noticias/item/3974-projeto-do-c%C3%B3digo-de-obras-%C3%A9-protocolado-na-c%C3%A2mara-legislativa.html";Pedido;2017-06-07;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
